Blender 4.5.13 LTS (hash daeeeca98fb0 built 2026-08-25 01:31:19)
Read blend: "/home/runner/work/future/future/workspaces/glasshouse-terminus/output/g4-coast-r06-checked/g4-full-scene-candidate.blend"
Fra:451 Mem:625.13M (Peak 852.57M) | Time:00:02.88 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | QA_sky_key
Fra:451 Mem:1242.39M (Peak 1258.40M) | Time:00:15.04 | Mem:208.00M, Peak:208.00M | Scene, ViewLayer | Updating Images | Loading GreenChair_01_diff
Fra:451 Mem:1386.40M (Peak 1402.41M) | Time:00:15.08 | Mem:224.00M, Peak:224.00M | Scene, ViewLayer | Updating Images | Loading poly_wool_herringbone_rough_4k.jpg
Fra:451 Mem:1387.72M (Peak 1451.73M) | Time:00:15.09 | Mem:288.00M, Peak:288.00M | Scene, ViewLayer | Updating Images | Loading coastal_cliff_04_diff
Fra:451 Mem:1403.72M (Peak 1467.73M) | Time:00:15.11 | Mem:352.00M, Peak:352.00M | Scene, ViewLayer | Updating Images | Loading coastal_cliff_04_rough
Fra:451 Mem:1355.72M (Peak 1467.73M) | Time:00:15.14 | Mem:416.00M, Peak:416.00M | Scene, ViewLayer | Updating Images | Loading coastal_cliff_04_nor_gl
Fra:451 Mem:1371.72M (Peak 1467.73M) | Time:00:15.14 | Mem:432.00M, Peak:432.00M | Scene, ViewLayer | Updating Images | Loading american_walnut_veneer_finished_diff_2k.jpg
Fra:451 Mem:1387.72M (Peak 1467.73M) | Time:00:15.17 | Mem:448.00M, Peak:448.00M | Scene, ViewLayer | Updating Images | Loading american_walnut_veneer_rough_2k.jpg
Fra:451 Mem:1403.72M (Peak 1467.73M) | Time:00:15.19 | Mem:464.00M, Peak:464.00M | Scene, ViewLayer | Updating Images | Loading american_walnut_veneer_nor_gl_2k.jpg
Fra:451 Mem:1419.72M (Peak 1467.73M) | Time:00:15.20 | Mem:480.00M, Peak:480.00M | Scene, ViewLayer | Updating Images | Loading poly_wool_herringbone_diff_4k.jpg
Fra:451 Mem:1485.04M (Peak 1501.05M) | Time:00:15.21 | Mem:496.00M, Peak:496.00M | Scene, ViewLayer | Updating Images | Loading poly_wool_herringbone_nor_gl_4k.jpg
Fra:451 Mem:1448.81M (Peak 1681.04M) | Time:00:15.46 | Mem:707.98M, Peak:707.98M | Scene, ViewLayer | Waiting for render to start
Fra:451 Mem:1448.81M (Peak 1681.04M) | Time:00:15.46 | Mem:707.98M, Peak:707.98M | Scene, ViewLayer | Updating Scene
Fra:451 Mem:1448.81M (Peak 1681.04M) | Time:00:15.46 | Mem:707.98M, Peak:707.98M | Scene, ViewLayer | Updating Shaders
Fra:451 Mem:1448.81M (Peak 1681.04M) | Time:00:15.46 | Mem:707.98M, Peak:707.98M | Scene, ViewLayer | Loading render kernels (may take a few minutes the first time)
Fra:451 Mem:1448.98M (Peak 1681.04M) | Time:00:15.46 | Mem:708.07M, Peak:708.07M | Scene, ViewLayer | Updating Procedurals
Fra:451 Mem:1448.98M (Peak 1681.04M) | Time:00:15.46 | Mem:708.07M, Peak:708.07M | Scene, ViewLayer | Updating Background
Fra:451 Mem:1448.98M (Peak 1681.04M) | Time:00:15.46 | Mem:708.07M, Peak:708.07M | Scene, ViewLayer | Updating Camera
Fra:451 Mem:1448.98M (Peak 1681.04M) | Time:00:15.46 | Mem:708.07M, Peak:708.07M | Scene, ViewLayer | Updating Meshes Flags
Fra:451 Mem:1448.98M (Peak 1681.04M) | Time:00:15.46 | Mem:708.07M, Peak:708.07M | Scene, ViewLayer | Updating Objects
Fra:451 Mem:1448.98M (Peak 1681.04M) | Time:00:15.46 | Mem:708.07M, Peak:708.07M | Scene, ViewLayer | Updating Objects | Copying Transformations to device
Fra:451 Mem:1467.58M (Peak 1681.04M) | Time:00:15.47 | Mem:726.83M, Peak:726.83M | Scene, ViewLayer | Updating Particle Systems
Fra:451 Mem:1467.58M (Peak 1681.04M) | Time:00:15.47 | Mem:726.83M, Peak:726.83M | Scene, ViewLayer | Updating Particle Systems | Copying Particles to device
Fra:451 Mem:1467.58M (Peak 1681.04M) | Time:00:15.47 | Mem:726.83M, Peak:726.83M | Scene, ViewLayer | Updating Meshes
Fra:451 Mem:1528.00M (Peak 1681.04M) | Time:00:16.04 | Mem:726.83M, Peak:726.83M | Scene, ViewLayer | Updating Objects | Applying Static Transformations
Fra:451 Mem:1528.00M (Peak 1681.04M) | Time:00:16.05 | Mem:726.83M, Peak:726.83M | Scene, ViewLayer | Updating Mesh | Computing attributes
Fra:451 Mem:1644.04M (Peak 1681.04M) | Time:00:16.09 | Mem:727.68M, Peak:727.68M | Scene, ViewLayer | Updating Mesh | Copying Attributes to device
Fra:451 Mem:1640.43M (Peak 1681.04M) | Time:00:16.09 | Mem:839.26M, Peak:839.26M | Scene, ViewLayer | Updating Geometry BVH Mesh 29/28 | Building BVH
Fra:451 Mem:1640.43M (Peak 1681.04M) | Time:00:16.09 | Mem:839.28M, Peak:839.28M | Scene, ViewLayer | Updating Geometry BVH Mesh 29/28 | Building BVH 0%
Fra:451 Mem:1640.43M (Peak 1681.04M) | Time:00:16.09 | Mem:839.30M, Peak:839.32M | Scene, ViewLayer | Updating Geometry BVH G4R03_puddle_impact_wave_curve.014 28/28 | Building BVH
Fra:451 Mem:1640.43M (Peak 1681.04M) | Time:00:16.09 | Mem:839.36M, Peak:839.39M | Scene, ViewLayer | Updating Geometry BVH G4R03_puddle_impact_wave_curve.013 27/28 | Building BVH
Fra:451 Mem:1640.43M (Peak 1681.04M) | Time:00:16.09 | Mem:839.42M, Peak:839.45M | Scene, ViewLayer | Updating Geometry BVH G4R03_puddle_impact_wave_curve.012 26/28 | Building BVH
Fra:451 Mem:1640.43M (Peak 1681.04M) | Time:00:16.09 | Mem:839.47M, Peak:839.51M | Scene, ViewLayer | Updating Geometry BVH G4R03_puddle_impact_wave_curve.011 25/28 | Building BVH
Fra:451 Mem:1640.43M (Peak 1681.04M) | Time:00:16.09 | Mem:839.53M, Peak:839.56M | Scene, ViewLayer | Updating Geometry BVH G4R03_puddle_impact_wave_curve.010 24/28 | Building BVH
Fra:451 Mem:1640.43M (Peak 1681.04M) | Time:00:16.09 | Mem:839.56M, Peak:839.56M | Scene, ViewLayer | Updating Geometry BVH Cylinder.310 2/28 | Building BVH
Fra:451 Mem:1640.43M (Peak 1681.04M) | Time:00:16.09 | Mem:839.57M, Peak:839.57M | Scene, ViewLayer | Updating Geometry BVH Cylinder.312 4/28 | Building BVH
Fra:451 Mem:1640.43M (Peak 1681.04M) | Time:00:16.09 | Mem:839.62M, Peak:839.65M | Scene, ViewLayer | Updating Geometry BVH classic-chair.003 5/28 | Building BVH
Fra:451 Mem:1640.43M (Peak 1681.04M) | Time:00:16.09 | Mem:839.62M, Peak:839.65M | Scene, ViewLayer | Updating Geometry BVH potted_plant_01_base_low 7/28 | Building BVH
Fra:451 Mem:1640.43M (Peak 1681.04M) | Time:00:16.09 | Mem:840.16M, Peak:840.19M | Scene, ViewLayer | Updating Geometry BVH G4R03_puddle_impact_wave_curve.008 22/28 | Building BVH
Fra:451 Mem:1640.43M (Peak 1681.04M) | Time:00:16.09 | Mem:840.29M, Peak:840.33M | Scene, ViewLayer | Updating Geometry BVH G4R03_puddle_impact_wave_curve.007 21/28 | Building BVH
Fra:451 Mem:1640.43M (Peak 1681.04M) | Time:00:16.09 | Mem:840.47M, Peak:840.49M | Scene, ViewLayer | Updating Geometry BVH G4R03_puddle_impact_wave_curve.006 20/28 | Building BVH
Fra:451 Mem:1640.43M (Peak 1681.04M) | Time:00:16.09 | Mem:840.68M, Peak:840.69M | Scene, ViewLayer | Updating Geometry BVH G4R03_puddle_impact_wave_curve.005 19/28 | Building BVH
Fra:451 Mem:1640.43M (Peak 1681.04M) | Time:00:16.09 | Mem:840.87M, Peak:840.88M | Scene, ViewLayer | Updating Geometry BVH G4R03_puddle_impact_wave_curve.004 18/28 | Building BVH
Fra:451 Mem:1640.43M (Peak 1681.04M) | Time:00:16.09 | Mem:841.06M, Peak:841.09M | Scene, ViewLayer | Updating Geometry BVH G4R03_puddle_impact_wave_curve.003 17/28 | Building BVH
Fra:451 Mem:1640.43M (Peak 1681.04M) | Time:00:16.09 | Mem:841.14M, Peak:841.29M | Scene, ViewLayer | Updating Geometry BVH G4R03_puddle_impact_wave_curve.002 16/28 | Building BVH
Fra:451 Mem:1640.43M (Peak 1681.04M) | Time:00:16.09 | Mem:841.33M, Peak:841.33M | Scene, ViewLayer | Updating Geometry BVH Plane.070 8/28 | Building BVH
Fra:451 Mem:1640.43M (Peak 1681.04M) | Time:00:16.09 | Mem:841.18M, Peak:841.34M | Scene, ViewLayer | Updating Geometry BVH G4R03_puddle_impact_wave_curve.001 15/28 | Building BVH
Fra:451 Mem:1640.43M (Peak 1681.04M) | Time:00:16.09 | Mem:844.48M, Peak:844.48M | Scene, ViewLayer | Updating Geometry BVH Circle.008 9/28 | Building BVH
Fra:451 Mem:1640.43M (Peak 1681.04M) | Time:00:16.09 | Mem:846.28M, Peak:846.31M | Scene, ViewLayer | Updating Geometry BVH G4R03_puddle_impact_wave_curve 14/28 | Building BVH
Fra:451 Mem:1640.43M (Peak 1681.04M) | Time:00:16.10 | Mem:846.19M, Peak:846.44M | Scene, ViewLayer | Updating Geometry BVH Circle.002 10/28 | Building BVH
Fra:451 Mem:1640.43M (Peak 1681.04M) | Time:00:16.10 | Mem:846.36M, Peak:846.44M | Scene, ViewLayer | Updating Geometry BVH Mesh 13/28 | Building BVH
Fra:451 Mem:1640.43M (Peak 1681.04M) | Time:00:16.10 | Mem:846.40M, Peak:846.44M | Scene, ViewLayer | Updating Geometry BVH Mesh 12/28 | Building BVH
Fra:451 Mem:1640.43M (Peak 1681.04M) | Time:00:16.10 | Mem:846.70M, Peak:846.70M | Scene, ViewLayer | Updating Geometry BVH Cylinder.337 11/28 | Building BVH
Fra:451 Mem:1640.43M (Peak 1681.04M) | Time:00:16.44 | Mem:852.07M, Peak:855.33M | Scene, ViewLayer | Updating Scene BVH | Building
Fra:451 Mem:1640.75M (Peak 1681.04M) | Time:00:16.44 | Mem:852.07M, Peak:855.33M | Scene, ViewLayer | Updating Scene BVH | Building BVH
Fra:451 Mem:1640.75M (Peak 1681.04M) | Time:00:16.48 | Mem:971.37M, Peak:971.37M | Scene, ViewLayer | Updating Scene BVH | Building BVH 0%
Fra:451 Mem:1640.75M (Peak 1681.04M) | Time:00:16.73 | Mem:1042.38M, Peak:1042.38M | Scene, ViewLayer | Updating Scene BVH | Building BVH 18%
Fra:451 Mem:1640.75M (Peak 1681.04M) | Time:00:16.98 | Mem:1150.02M, Peak:1150.02M | Scene, ViewLayer | Updating Scene BVH | Building BVH 82%
Fra:451 Mem:1640.75M (Peak 1681.04M) | Time:00:17.23 | Mem:1122.23M, Peak:1179.65M | Scene, ViewLayer | Updating Scene BVH | Building BVH 111%
Fra:451 Mem:1640.75M (Peak 1681.04M) | Time:00:17.61 | Mem:1059.06M, Peak:1179.65M | Scene, ViewLayer | Updating Scene BVH | Building BVH 116%
Fra:451 Mem:1640.75M (Peak 1681.04M) | Time:00:18.71 | Mem:1064.26M, Peak:1179.65M | Scene, ViewLayer | Updating Scene BVH | Building BVH 117%
Fra:451 Mem:1640.75M (Peak 1681.04M) | Time:00:19.48 | Mem:1068.27M, Peak:1179.65M | Scene, ViewLayer | Updating Scene BVH | Building BVH 118%
Fra:451 Mem:1640.75M (Peak 1681.04M) | Time:00:20.07 | Mem:1068.85M, Peak:1179.65M | Scene, ViewLayer | Updating Scene BVH | Copying BVH to device
Fra:451 Mem:1640.75M (Peak 1681.04M) | Time:00:20.07 | Mem:1068.85M, Peak:1179.65M | Scene, ViewLayer | Updating Mesh | Computing normals
Fra:451 Mem:1726.35M (Peak 1726.35M) | Time:00:20.09 | Mem:1068.85M, Peak:1179.65M | Scene, ViewLayer | Updating Mesh | Copying Mesh to device
Fra:451 Mem:1726.35M (Peak 1726.35M) | Time:00:20.09 | Mem:1154.45M, Peak:1179.65M | Scene, ViewLayer | Updating Objects Flags
Fra:451 Mem:1726.35M (Peak 1726.35M) | Time:00:20.10 | Mem:1154.74M, Peak:1179.65M | Scene, ViewLayer | Updating Primitive Offsets
Fra:451 Mem:1726.50M (Peak 1726.50M) | Time:00:20.10 | Mem:1154.89M, Peak:1179.65M | Scene, ViewLayer | Updating Images
Fra:451 Mem:1710.50M (Peak 1726.50M) | Time:00:20.10 | Mem:1138.89M, Peak:1179.65M | Scene, ViewLayer | Updating Camera Volume
Fra:451 Mem:1710.50M (Peak 1726.50M) | Time:00:20.10 | Mem:1138.89M, Peak:1179.65M | Scene, ViewLayer | Updating Lookup Tables
Fra:451 Mem:1710.50M (Peak 1726.50M) | Time:00:20.10 | Mem:1138.97M, Peak:1179.65M | Scene, ViewLayer | Updating Lights
Fra:451 Mem:1710.50M (Peak 1726.50M) | Time:00:20.10 | Mem:1138.98M, Peak:1179.65M | Scene, ViewLayer | Updating Lights | Importance map
Fra:451 Mem:1774.53M (Peak 2062.50M) | Time:00:20.77 | Mem:1203.02M, Peak:1362.99M | Scene, ViewLayer | Updating Lights | Computing tree
Fra:451 Mem:1775.99M (Peak 2062.50M) | Time:00:20.78 | Mem:1204.48M, Peak:1362.99M | Scene, ViewLayer | Updating Integrator
Fra:451 Mem:1775.99M (Peak 2062.50M) | Time:00:20.78 | Mem:1204.48M, Peak:1362.99M | Scene, ViewLayer | Updating Film
Fra:451 Mem:1776.00M (Peak 2062.50M) | Time:00:20.78 | Mem:1204.40M, Peak:1362.99M | Scene, ViewLayer | Updating Lookup Tables
Fra:451 Mem:1776.00M (Peak 2062.50M) | Time:00:20.78 | Mem:1204.49M, Peak:1362.99M | Scene, ViewLayer | Updating Baking
Fra:451 Mem:1776.00M (Peak 2062.50M) | Time:00:20.78 | Mem:1204.49M, Peak:1362.99M | Scene, ViewLayer | Updating Device | Writing constant memory
Fra:451 Mem:1776.59M (Peak 2062.50M) | Time:00:20.78 | Mem:1204.49M, Peak:1362.99M | Scene, ViewLayer | Loading denoising kernels (may take a few minutes the first time)
Fra:451 Mem:1776.59M (Peak 2062.50M) | Time:00:20.78 | Mem:1204.49M, Peak:1362.99M | Scene, ViewLayer | Sample 0/64
Fra:451 Mem:1870.57M (Peak 2062.50M) | Time:00:29.57 | Remaining:09:13.39 | Mem:1298.42M, Peak:1362.99M | Scene, ViewLayer | Sample 1/64
Fra:451 Mem:1870.57M (Peak 2062.50M) | Time:00:29.57 | Remaining:09:13.39 | Mem:1298.42M, Peak:1362.99M | Scene, ViewLayer | Updating Scene
Fra:451 Mem:1870.57M (Peak 2062.50M) | Time:00:29.57 | Remaining:09:13.39 | Mem:1298.42M, Peak:1362.99M | Scene, ViewLayer | Updating Shaders
Fra:451 Mem:1870.57M (Peak 2062.50M) | Time:00:29.57 | Remaining:09:13.48 | Mem:1298.42M, Peak:1362.99M | Scene, ViewLayer | Updating Background
Fra:451 Mem:1870.57M (Peak 2062.50M) | Time:00:29.57 | Remaining:09:13.48 | Mem:1298.42M, Peak:1362.99M | Scene, ViewLayer | Updating Camera
Fra:451 Mem:1870.57M (Peak 2062.50M) | Time:00:29.57 | Remaining:09:13.48 | Mem:1298.42M, Peak:1362.99M | Scene, ViewLayer | Updating Objects
Fra:451 Mem:1870.57M (Peak 2062.50M) | Time:00:29.57 | Remaining:09:13.48 | Mem:1298.42M, Peak:1362.99M | Scene, ViewLayer | Updating Particle Systems
Fra:451 Mem:1870.57M (Peak 2062.50M) | Time:00:29.57 | Remaining:09:13.48 | Mem:1298.42M, Peak:1362.99M | Scene, ViewLayer | Updating Meshes
Fra:451 Mem:1870.57M (Peak 2062.50M) | Time:00:29.57 | Remaining:09:13.49 | Mem:1298.42M, Peak:1362.99M | Scene, ViewLayer | Updating Objects Flags
Fra:451 Mem:1870.57M (Peak 2062.50M) | Time:00:29.57 | Remaining:09:13.49 | Mem:1298.42M, Peak:1362.99M | Scene, ViewLayer | Updating Primitive Offsets
Fra:451 Mem:1870.57M (Peak 2062.50M) | Time:00:29.57 | Remaining:09:13.51 | Mem:1298.42M, Peak:1362.99M | Scene, ViewLayer | Updating Images
Fra:451 Mem:1870.57M (Peak 2062.50M) | Time:00:29.57 | Remaining:09:13.51 | Mem:1298.42M, Peak:1362.99M | Scene, ViewLayer | Updating Camera Volume
Fra:451 Mem:1870.57M (Peak 2062.50M) | Time:00:29.57 | Remaining:09:13.51 | Mem:1298.42M, Peak:1362.99M | Scene, ViewLayer | Updating Lookup Tables
Fra:451 Mem:1870.57M (Peak 2062.50M) | Time:00:29.57 | Remaining:09:13.51 | Mem:1298.42M, Peak:1362.99M | Scene, ViewLayer | Updating Lights
Fra:451 Mem:1870.57M (Peak 2062.50M) | Time:00:29.57 | Remaining:09:13.51 | Mem:1298.42M, Peak:1362.99M | Scene, ViewLayer | Updating Integrator
Fra:451 Mem:1870.57M (Peak 2062.50M) | Time:00:29.57 | Remaining:09:13.51 | Mem:1298.42M, Peak:1362.99M | Scene, ViewLayer | Updating Film
Fra:451 Mem:1870.57M (Peak 2062.50M) | Time:00:29.57 | Remaining:09:13.51 | Mem:1298.42M, Peak:1362.99M | Scene, ViewLayer | Updating Lookup Tables
Fra:451 Mem:1870.57M (Peak 2062.50M) | Time:00:29.57 | Remaining:09:13.52 | Mem:1298.42M, Peak:1362.99M | Scene, ViewLayer | Updating Baking
Fra:451 Mem:1870.57M (Peak 2062.50M) | Time:00:29.57 | Remaining:09:13.52 | Mem:1298.42M, Peak:1362.99M | Scene, ViewLayer | Updating Device | Writing constant memory
Fra:451 Mem:1870.57M (Peak 2062.50M) | Time:00:29.57 | Remaining:09:13.53 | Mem:1298.42M, Peak:1362.99M | Scene, ViewLayer | Sample 1/64
Fra:451 Mem:1870.57M (Peak 2062.50M) | Time:01:04.33 | Remaining:08:33.89 | Mem:1298.42M, Peak:1362.99M | Scene, ViewLayer | Sample 5/64
Fra:451 Mem:1870.57M (Peak 2062.50M) | Time:01:39.02 | Remaining:07:58.12 | Mem:1298.42M, Peak:1362.99M | Scene, ViewLayer | Sample 9/64
Fra:451 Mem:1870.57M (Peak 2062.50M) | Time:02:13.91 | Remaining:07:23.79 | Mem:1298.42M, Peak:1362.99M | Scene, ViewLayer | Sample 13/64
Fra:451 Mem:1870.57M (Peak 2062.50M) | Time:02:48.77 | Remaining:06:49.14 | Mem:1298.42M, Peak:1362.99M | Scene, ViewLayer | Sample 17/64
Fra:451 Mem:1870.57M (Peak 2062.50M) | Time:03:23.46 | Remaining:06:14.05 | Mem:1298.42M, Peak:1362.99M | Scene, ViewLayer | Sample 21/64
Fra:451 Mem:1870.57M (Peak 2062.50M) | Time:03:58.04 | Remaining:05:38.91 | Mem:1298.42M, Peak:1362.99M | Scene, ViewLayer | Sample 25/64
Fra:451 Mem:1870.57M (Peak 2062.50M) | Time:04:33.20 | Remaining:05:04.64 | Mem:1298.42M, Peak:1362.99M | Scene, ViewLayer | Sample 29/64
Fra:451 Mem:1870.57M (Peak 2062.50M) | Time:04:59.53 | Remaining:04:38.74 | Mem:1298.42M, Peak:1362.99M | Scene, ViewLayer | Sample 32/64
Fra:451 Mem:1870.57M (Peak 2062.50M) | Time:05:20.11 | Remaining:03:52.81 | Mem:1298.42M, Peak:1362.99M | Scene, ViewLayer | Sample 36/64
Fra:451 Mem:1870.57M (Peak 2062.50M) | Time:05:40.77 | Remaining:03:11.99 | Mem:1298.42M, Peak:1362.99M | Scene, ViewLayer | Sample 40/64
Fra:451 Mem:1870.57M (Peak 2062.50M) | Time:06:01.31 | Remaining:02:34.78 | Mem:1298.42M, Peak:1362.99M | Scene, ViewLayer | Sample 44/64
Fra:451 Mem:1870.57M (Peak 2062.50M) | Time:06:21.80 | Remaining:02:00.33 | Mem:1298.42M, Peak:1362.99M | Scene, ViewLayer | Sample 48/64
Fra:451 Mem:1870.57M (Peak 2062.50M) | Time:06:39.38 | Remaining:01:27.36 | Mem:1298.42M, Peak:1362.99M | Scene, ViewLayer | Sample 52/64
Fra:451 Mem:1870.57M (Peak 2062.50M) | Time:06:56.99 | Remaining:00:56.60 | Mem:1298.42M, Peak:1362.99M | Scene, ViewLayer | Sample 56/64
Fra:451 Mem:1870.57M (Peak 2062.50M) | Time:07:14.73 | Remaining:00:27.59 | Mem:1298.42M, Peak:1362.99M | Scene, ViewLayer | Sample 60/64
Fra:451 Mem:1910.12M (Peak 2062.50M) | Time:07:45.23 | Mem:1298.42M, Peak:1362.99M | Scene, ViewLayer | Sample 64/64
Fra:451 Mem:1910.12M (Peak 2062.50M) | Time:07:45.23 | Mem:1298.42M, Peak:1362.99M | Scene, ViewLayer | Finished
Saved: '/home/runner/work/future/future/workspaces/glasshouse-terminus/output/g4-coast-r06-checked/C03-surface-rain-hall.png'
Time: 07:45.51 (Saving: 00:00.24)

COAST_R06_NATIVE_VIEW C03-surface-rain-hall.png
Fra:451 Mem:733.58M (Peak 961.02M) | Time:00:02.55 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | QA_sky_key
Fra:451 Mem:733.58M (Peak 961.02M) | Time:00:02.55 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | QA_interior_fill
Fra:451 Mem:733.58M (Peak 961.02M) | Time:00:02.55 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | QA_interior_fill.001
Fra:451 Mem:733.58M (Peak 961.02M) | Time:00:02.55 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | QA_interior_fill.002
Fra:451 Mem:733.58M (Peak 961.02M) | Time:00:02.55 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Platform_coping_edge
Fra:451 Mem:733.59M (Peak 961.02M) | Time:00:02.55 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Terrace_guard_rail
Fra:451 Mem:733.59M (Peak 961.02M) | Time:00:02.55 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Terrace_guard_post.008
Fra:451 Mem:733.62M (Peak 961.02M) | Time:00:02.55 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Terrace_guard_post.017
Fra:451 Mem:733.62M (Peak 961.02M) | Time:00:02.55 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Terrace_guard_post.022
Fra:451 Mem:733.62M (Peak 961.02M) | Time:00:02.55 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Terrace_guard_post.029
Fra:451 Mem:733.63M (Peak 961.02M) | Time:00:02.55 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Hall_continuous_floor
Fra:451 Mem:733.63M (Peak 961.02M) | Time:00:02.55 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Terrace_guard_post.001
Fra:451 Mem:733.68M (Peak 961.02M) | Time:00:02.55 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Terrace_guard_post.007
Fra:451 Mem:733.67M (Peak 961.02M) | Time:00:02.55 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Terrace_guard_post.016
Fra:451 Mem:733.66M (Peak 961.02M) | Time:00:02.55 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Terrace_guard_post.021
Fra:451 Mem:733.67M (Peak 961.02M) | Time:00:02.55 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Terrace_guard_post.028
Fra:451 Mem:733.69M (Peak 961.02M) | Time:00:02.55 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Hall_entry_step.002
Fra:451 Mem:733.69M (Peak 961.02M) | Time:00:02.55 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Hall_entry_step.001
Fra:451 Mem:733.70M (Peak 961.02M) | Time:00:02.55 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Platform_drain_channel
Fra:451 Mem:733.75M (Peak 961.02M) | Time:00:02.55 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Terrace_guard_rail.005
Fra:451 Mem:733.75M (Peak 961.02M) | Time:00:02.55 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Terrace_guard_post.003
Fra:451 Mem:733.74M (Peak 961.02M) | Time:00:02.55 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Terrace_guard_post.006
Fra:451 Mem:733.74M (Peak 961.02M) | Time:00:02.55 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Terrace_guard_post.015
Fra:451 Mem:733.75M (Peak 961.02M) | Time:00:02.55 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Terrace_guard_post.020
Fra:451 Mem:733.77M (Peak 961.02M) | Time:00:02.55 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Terrace_guard_rail.002
Fra:451 Mem:733.76M (Peak 961.02M) | Time:00:02.55 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Terrace_guard_post.027
Fra:451 Mem:733.75M (Peak 961.02M) | Time:00:02.55 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Hall_entry_step.003
Fra:451 Mem:733.75M (Peak 961.02M) | Time:00:02.55 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Terrace_guard_post.014
Fra:451 Mem:733.78M (Peak 961.02M) | Time:00:02.55 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Terrace_guard_post.019
Fra:451 Mem:733.79M (Peak 961.02M) | Time:00:02.55 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Terrace_guard_post.034
Fra:451 Mem:733.80M (Peak 961.02M) | Time:00:02.55 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Hall_entry_step
Fra:451 Mem:733.79M (Peak 961.02M) | Time:00:02.55 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Hall_entry_step.004
Fra:451 Mem:733.86M (Peak 961.02M) | Time:00:02.55 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Terrace_guard_rail.004
Fra:451 Mem:733.85M (Peak 961.02M) | Time:00:02.55 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Terrace_guard_post.005
Fra:451 Mem:733.87M (Peak 961.02M) | Time:00:02.55 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Terrace_guard_post.013
Fra:451 Mem:733.87M (Peak 961.02M) | Time:00:02.55 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Terrace_guard_post.018
Fra:451 Mem:733.85M (Peak 961.02M) | Time:00:02.55 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Terrace_guard_post.033
Fra:451 Mem:733.86M (Peak 961.02M) | Time:00:02.55 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Hall_entry_step.005
Fra:451 Mem:733.86M (Peak 961.02M) | Time:00:02.55 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Terrace_guard_post
Fra:451 Mem:733.88M (Peak 961.02M) | Time:00:02.55 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Terrace_guard_post.002
Fra:451 Mem:733.90M (Peak 961.02M) | Time:00:02.55 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Terrace_guard_post.012
